initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
40,1226,1,1,1,125825.23935744863,0.01,32181.05,132084.7942684822
36,1428,2,1,5,75286.80531143416,0.33,179289.75,75286.80531143416
51,736,1,1,1,6741.2798669640815,0.25,5440.56,15333.600212546391
61,1006,1,1,1,30015.441838270566,0.01,3224.6,30015.441838270566
58,1054,1,1,1,-21386.59101816322,0.31,126875.23,-21386.59101816322
51,939,1,1,1,-28428.672844542223,0.32,61754.58,-20428.672844542223
44,971,1,1,1,-101604.37762671658,0.13,79398.99,-101604.37762671658
51,939,1,1,1,118869.56359956364,0.29,72588.02,118869.56359956364
55,518,1,3,1,7454.844059876062,0.33,4874.23,12099.005750063163
61,354,2,1,3,-182872.06324514613,0.14,42786.84,-182872.06324514613
50,413,1,3,1,38678.046710860064,0.34,27704.31,83678.04671086007
54,422,1,3,1,66865.00248057763,0.23,24955.58,88045.92693586386
62,408,2,3,1,67049.36251992715,0.17,50767.84,67049.36251992715
42,540,1,3,1,93308.59010657176,0.32,59888.89,110308.59010657176
35,583,1,1,1,532160.2799742521,0.15,120365.9,532160.2799742521
42,639,1,1,1,46873.57274400942,0.17,68519.68,63873.57274400942
35,583,1,1,1,147978.86686100913,0.23,57117.49,171978.86686100913
37,462,2,1,3,68128.01710965783,0.34,131134.12,68128.01710965783
52,787,1,1,1,83066.70026614521,0.26,37436.56,118066.70026614521
49,540,1,1,1,-40244.13351579157,0.12,68158.72,-30244.133515791567
55,534,1,1,1,31013.93092826716,0.03,79171.16,31013.93092826716
38,516,1,1,1,154552.70729429869,0.24,108399.97,154552.70729429869
39,545,1,1,1,162927.12516715095,0.3,6449.45,203525.3641794956
38,500,1,1,1,327661.8470411119,0.06,93262.85,327661.8470411119
35,506,1,1,1,15337.82408616231,0.02,20290.53,26625.038795266046
37,610,2,3,3,62198.251307751976,0.09,53190.46,62198.251307751976
51,503,2,1,3,176335.88832619778,0.34,104128.51,176335.88832619778
52,1061,1,1,1,120399.99524372278,0.1,124110.57,120399.99524372278
53,1067,1,1,1,14395.51367183588,0.16,143723.98,14395.51367183588
58,1038,1,1,1,138676.73586628755,0.32,70595.29,139676.73586628755
42,503,1,1,1,123056.19894993256,0.02,50012.8,129689.31257627819
50,411,1,3,1,-38540.717810077935,0.03,42072.61,-34869.75977227373
48,971,1,1,1,693.4143361801763,0.02,36096.13,7412.000919646901
36,673,1,1,1,-78707.66337025087,0.27,22800.9,34010.07854164508
45,533,1,1,1,-216407.85922557488,0.26,40855.25,-146407.85922557488
61,1079,1,1,1,-162124.3854336639,0.16,14153.75,-162124.3854336639
40,511,1,1,1,654569.0582325857,0.27,25106.64,748927.7865325917
53,1246,1,1,1,1531.871391466006,0.22,63921.71,7531.871391466006
39,1247,2,1,5,194868.380887672,0.08,232194.5,194868.380887672
50,1011,3,1,2,117764.02487185596,0.17,32106.38,125660.02254216776
46,549,1,1,1,-51230.60047778975,0.12,87374.16,-51230.60047778975
39,442,1,3,1,-28604.386325055595,0.29,48912.26,11395.613674944405
63,1057,1,1,1,-105081.80551588356,0.02,26895.37,-105081.80551588356
37,958,1,1,1,-173706.73113718626,0.27,29007.1,-63706.73113718626
43,553,1,1,1,21849.2836496383,0.18,67260.31,37849.283649638295
62,1105,1,1,1,37863.68183696239,0.26,21912.57,37863.68183696239
51,558,1,1,1,-7301.831783855207,0.07,88716.71,-7301.831783855207
58,1057,1,1,1,-126440.15171223086,0.34,38191.92,-121440.15171223086
44,579,2,1,3,-33951.36050452095,0.32,59126.72,-33951.36050452095
47,666,2,3,5,-52413.36335587875,0.16,31409.67,-42105.13563234538
60,497,2,3,3,-18666.705784363032,0.14,90331.46,-18666.705784363032
58,479,1,3,1,40136.304033745466,0.24,160006.54,40136.304033745466
43,519,1,3,1,-180027.73746295818,0.02,86439.4,-180027.73746295818
46,548,1,4,1,162241.01088258123,0.06,27208.74,181055.88969910465
56,925,2,1,3,106716.63807986867,0.3,113235.97,106716.63807986867
60,1062,3,1,1,28799.550049946243,0.16,40603.5,28799.550049946243
48,1061,1,1,1,150106.66774204883,0.29,55646.15,172106.66774204883
37,509,1,1,1,168105.672120227,0.17,84196.19,168105.672120227
57,1051,1,1,1,1978.036649653252,0.33,162091.98,1978.036649653252
53,1031,3,1,3,-8839.702314626336,0.24,158205.93,-8839.702314626336
57,444,1,3,1,-151754.84730540228,0.29,57523.7,-149754.84730540228
63,1125,3,1,3,-238255.4181765286,0.21,122479.5,-238255.4181765286
51,531,1,1,1,-300888.5826850235,0.1,38581.89,-276515.50650036463
42,736,3,1,3,-87648.48354100664,0.18,21258.59,-62333.44912887286
37,1048,3,4,5,101705.96852772124,0.3,21443.16,145135.43120936456
54,939,1,1,1,-55542.869708177815,0.04,163632.04,-55542.869708177815
49,584,1,1,1,115560.38922285083,0.13,46156.87,134417.4393305689
44,596,1,1,1,68460.00709070923,0.3,70998.45,83460.00709070923
50,1031,1,1,1,78658.14712804114,0.17,41074,96516.75190780681
39,596,3,1,3,-136253.20546531666,0.13,183454.86,-136253.20546531666
39,1243,2,1,5,201336.01411415645,0.27,74969.32,201336.01411415645
38,781,1,1,1,101939.33403638052,0.2,30521.26,204465.21897970955
52,939,1,1,1,37264.18891785698,0.11,28331.1,54104.045119580216
62,467,3,1,3,32728.601767152573,0.22,69408.51,32728.601767152573
52,967,2,1,5,193191.71393942935,0.26,93030.74,193191.71393942935
63,1033,3,1,3,-344604.7600479991,0.3,43657.04,-344604.7600479991
37,657,1,1,1,132659.48031921496,0.27,54390.32,176659.48031921496
45,524,3,1,3,-156990.78660206465,0.12,6285.57,-147405.5373488805
46,589,1,1,1,-138805.7203038168,0.32,53294.69,-112805.72030381681
45,545,1,1,1,-9018.914156836783,0.07,63965.63,2287.2208654751194
41,537,1,1,1,107409.92090339212,0.06,15719.55,124371.83263981386
57,515,1,1,1,-161366.01878696683,0.17,58854.52,-159366.01878696683
38,506,1,1,1,130659.81061236704,0.29,17895.6,228394.69131778204
44,552,1,1,1,-75679.60967669326,0.11,27154.08,-34032.442281597
61,1051,1,1,1,-26509.67665453572,0.04,150696.29,-26509.67665453572
47,968,2,1,5,-179760.4489043369,0.33,39890.17,-179760.4489043369
35,1989,2,3,3,125308.41714055045,0.12,4874.91,141579.3048475419
49,509,1,1,1,23087.42299876748,0.31,149308.45,23087.42299876748
42,502,1,1,1,-413.6000234058392,0.17,62184.33,16586.399976594163
43,547,1,1,1,87070.46833161777,0.07,103940.48,87070.46833161777
58,1081,1,1,1,-9927.656979467713,0.07,25341.31,-8728.708291776493
62,1076,3,1,2,-221648.68017223023,0.29,52746.24,-221648.68017223023
44,472,2,3,1,-20284.83780293598,0.28,102523.57,-20284.83780293598
44,1456,2,1,3,249900.570472199,0.03,73781.69,249900.570472199
51,1115,2,1,5,159930.3102787149,0.29,109749.04,159930.3102787149
37,1456,2,1,3,-337720.46015395754,0.17,75085.99,-337720.46015395754
44,540,1,1,1,-136177.74861287486,0.25,119240.01,-136177.74861287486
46,402,1,3,1,80509.46510448307,0.18,26723.28,135274.78017874694
40,540,3,1,1,17604.994109923864,0.2,43311.56,36604.994109923864
56,956,1,1,1,-251494.74109916072,0.26,59009.4,-248494.74109916072
50,433,1,3,1,-227493.8359892664,0.24,83723.63,-227493.8359892664
52,422,1,1,1,-196023.27113669988,0.32,21796.75,-161387.28630205622
42,659,1,1,1,104841.11890920058,0.1,11363.27,123679.76148591208
35,497,1,1,1,-228294.5716642144,0.02,20565.18,-216854.5746709685
42,542,1,1,1,155912.91420079727,0.08,29079.78,194480.93778058747
45,516,1,4,1,162545.58712871364,0.19,60119.86,176545.58712871364
39,602,1,1,1,-113794.6958029064,0.33,10770.6,-39874.620736147364
49,581,1,1,1,35571.88626670095,0.01,27192.13,37819.82975141279
36,576,2,1,3,4703.833883670821,0.25,117274.06,4703.833883670821
46,521,1,1,1,-154853.56640907517,0.16,53702.16,-128853.56640907517
50,1030,1,1,1,-302843.84717999573,0.23,80614.35,-302843.84717999573
57,1040,1,1,1,-250544.7888305188,0.03,66320.2,-249995.05626594738
58,943,1,1,1,283621.1003507112,0.32,27678.29,288621.1003507112
47,517,3,1,3,-340618.1267895586,0,18447.39,-340618.1267895586
51,926,3,1,3,-435.881766879806,0.08,26410.72,4903.083146672685
59,1037,1,1,1,-46437.21658620504,0,149924.03,-46437.21658620504
44,552,1,1,1,74725.48287326923,0.32,54002.51,104725.48287326923
42,741,1,1,1,-78164.84455122818,0.1,93114.19,-78164.84455122818
47,539,1,1,1,-212263.72129554005,0.02,17078.4,-208714.18346751202
35,786,3,1,3,106318.87904871444,0.29,85094.95,106318.87904871444
47,531,3,1,3,154784.9526538153,0.24,30521.28,166775.14023568825
43,508,1,1,1,857196.7695862204,0,48445.7,857196.7695862204
43,492,1,1,1,-117083.92647281825,0.19,148232.74,-117083.92647281825
40,592,1,1,1,313546.5699661774,0.29,39820.34,408546.5699661774
47,546,1,1,1,138248.47392345784,0.05,110186.64,138248.47392345784
42,650,1,1,1,175060.93957663127,0.09,60708.9,190964.15961229126
49,541,1,1,1,74937.2167207681,0.25,87515,74937.2167207681
62,1054,1,1,1,64995.241287230485,0.27,41010.82,64995.241287230485
37,511,1,1,1,31914.53797809453,0.22,3102.15,48465.47102501916
62,1105,1,1,1,148015.3211346932,0.33,112201.39,148015.3211346932
62,1105,1,1,1,29065.182244427506,0.24,100559.5,29065.182244427506
57,1075,2,1,5,-110471.67902178134,0.26,83497.04,-110471.67902178134
57,1048,1,1,1,545484.6506638526,0.23,70096.08,547484.6506638526
49,526,1,1,1,-116617.22799308549,0.3,189310.12,-116617.22799308549
44,921,2,1,3,370462.69565548666,0.25,140781.74,370462.69565548666
49,1084,1,1,1,62157.638799373264,0.06,69866.38,69088.57096488151
45,575,1,1,1,223934.0318468361,0,28936.51,223934.0318468361
42,1038,1,1,1,-45248.599521533695,0,70867.54,-45248.599521533695
57,1032,1,1,1,103664.21308263452,0.09,55456.59,106422.31333954752
35,1136,3,1,5,-119133.01642195674,0.29,41522.86,-119133.01642195674
51,748,1,1,1,103522.95053453004,0.09,135612.24,103522.95053453004
48,533,1,1,1,53783.22820136785,0.25,51933.25,75783.22820136785
57,532,1,4,1,106178.72750978904,0.02,106195.3,106178.72750978904
44,556,1,1,1,442115.1536322837,0.25,75749.85,442115.1536322837
47,596,1,1,1,-23222.806891088643,0.29,33464.75,36777.19310891136
52,542,1,1,1,21301.44982773642,0.07,52540.67,29250.878088931368
43,532,1,1,1,223364.54401457333,0.14,75866.2,223364.54401457333
52,532,1,1,1,165711.89915520075,0.28,35519.45,200711.89915520075
60,592,2,1,3,219328.4256953906,0.25,32431.35,219328.4256953906
54,514,1,1,1,163151.31196026472,0.09,24994.62,171452.4656624711
40,713,1,1,1,-137877.675100146,0.31,24284.32,-42877.67510014601
42,532,1,3,1,27442.413170559223,0.08,65715.79,43084.683753799356
52,1057,1,1,1,-172427.42435662443,0.11,76578.02,-172427.42435662443
52,1022,1,1,1,188932.3667377678,0.2,46253.72,202932.3667377678
41,503,1,1,1,183174.66247896437,0.34,153390.32,183174.66247896437
55,958,3,1,2,-7146.554290786419,0.01,71775.38,-7146.554290786419
49,517,2,1,1,-177420.6673429903,0.07,91841.25,-177420.6673429903
42,553,1,1,1,-72516.53550946052,0.15,36547.15,7106.327572074806
61,1054,1,1,1,10120.23063135304,0.14,101427.93,10120.23063135304
56,1054,3,1,3,-184548.9674366513,0.28,138250.19,-184548.9674366513
41,553,1,1,1,256854.29414147115,0.34,131407.92,256854.29414147115
61,1054,1,1,1,67370.55425982086,0.32,83608.12,67370.55425982086
56,1054,3,1,4,-9062.915703293762,0.02,30596.58,-8803.678997236366
61,1105,1,1,1,-62553.28979357308,0.33,76661.18,-62553.28979357308
57,1066,1,1,1,39503.381144902094,0.05,47673.57,40820.61249112723
59,1075,2,1,4,4867.228896473849,0.18,20539.16,4867.228896473849
50,1011,3,1,5,-63077.74478070531,0.24,13051.67,-40301.81864098256
49,406,2,3,3,84693.69178479924,0.26,82896.12,84693.69178479924
48,939,1,1,1,184405.85123932356,0.2,85276.74,184405.85123932356
43,549,3,1,3,-40081.1840046818,0.01,82515.83,-40081.1840046818
52,542,1,1,1,-262907.945219189,0.33,84835.02,-262907.945219189
49,522,2,1,4,9113.744883020005,0.09,36875.57,9113.744883020005
42,523,1,1,1,105806.15967458296,0.03,55350.75,116817.77512263178
45,437,2,3,3,59551.79455913892,0.08,140791.85,59551.79455913892
38,509,3,3,3,-196596.30883847567,0.22,68412.36,-196596.30883847567
46,471,3,1,1,41164.890641768674,0.16,129410.18,41164.890641768674
36,664,1,1,1,-15403.415311649249,0.17,61646.24,7596.584688350751
51,557,1,1,1,143949.51171859965,0.06,85471.16,143949.51171859965
52,1054,2,1,3,17354.42345659457,0.09,102300.53,17354.42345659457
55,1009,1,1,1,68177.88436500361,0.08,40990.46,77645.92585619532
39,792,1,1,1,-36051.62383070215,0.23,93880.71,-36051.62383070215
59,956,1,1,1,719749.2031701155,0.15,108177.2,719749.2031701155
44,1027,1,1,1,-179267.64910873878,0.26,226647.25,-179267.64910873878
52,939,1,1,1,373164.0525429541,0.26,277806.01,373164.0525429541
57,956,1,1,1,-286166.77059479407,0.19,39955.2,-276166.77059479407
54,950,2,1,3,-140894.1965494453,0.31,54247.29,-140894.1965494453
56,1051,3,1,3,84217.32301004957,0.13,79748.78,84217.32301004957
62,560,1,1,1,694779.0285485343,0.16,301522.76,694779.0285485343
60,973,2,1,3,22477.887654108235,0.01,109447.81,22477.887654108235
49,1242,1,1,1,-79578.42658156918,0.22,69086.32,-69578.42658156918
50,498,1,4,1,-135559.8474015518,0.1,48908.98,-121335.0098130902
43,766,2,1,3,15360.781758452576,0.2,10168.96,46340.37013185467
53,996,3,1,2,-219203.32785021915,0.14,104714.25,-219203.32785021915
47,603,3,1,3,-70681.22999731734,0.13,80997.37,-70681.22999731734
35,697,3,4,3,222172.296160732,0.01,94222.53,222172.296160732
35,497,3,1,5,-152983.02608304602,0.26,50776.72,-152983.02608304602
51,495,1,1,1,-30645.421701462463,0.12,28229.24,-9245.741680965224
53,541,1,4,1,62604.31943443417,0.28,107591.71,62604.31943443417
43,789,1,1,1,274660.9956825494,0.33,11492.04,332428.04398164863
36,498,3,1,5,27089.45413060256,0.12,65454.07,27089.45413060256
36,518,2,4,5,-215838.61368082024,0.25,48290.09,-215838.61368082024
49,450,1,3,1,76628.92174410385,0.26,34379.2,126628.92174410385
56,1084,1,1,1,42357.17546089477,0.08,63718.62,44516.65931998267
54,502,1,3,1,-97893.4460148588,0.05,82149.28,-97893.4460148588
59,958,1,1,1,718838.1293713449,0.03,26152.96,718838.1293713449
42,549,1,1,1,-22921.15722428445,0.3,49238.1,11078.842775715551
50,1084,1,1,1,-68197.10898700827,0.28,136637.24,-68197.10898700827
35,551,1,1,1,361690.4735568764,0.19,26314.85,473023.44808166416
39,511,1,1,1,40743.9036303687,0.34,41755.16,80743.9036303687
50,1011,3,1,3,-50369.89792831514,0.22,7627.94,-38167.964009637784
38,829,1,1,1,-105563.5036248882,0.24,132948.26,-105563.5036248882
52,1011,1,1,1,-74976.67455963536,0.32,49593.93,-60976.67455963536
53,989,2,1,3,31163.63170668858,0.2,24937.4,40197.85414386725
41,921,2,1,3,113811.72561097682,0.05,64088.42,113811.72561097682
59,524,1,3,1,21959.21851182174,0.33,174004.72,21959.21851182174
41,435,1,3,1,-130112.50214966432,0.35,89450.46,-130112.50214966432
35,562,2,3,3,64859.74596193437,0.35,84790.51,64859.74596193437
45,440,3,3,5,-248028.69340259235,0.33,43204.45,-248028.69340259235
37,440,2,3,5,34571.45265287355,0.05,35173.42,43101.50321093753
38,436,2,3,3,18018.203070636137,0.19,10696,63910.08455767337
45,673,1,1,1,10559.309624602663,0.32,38060.79,80559.30962460267
50,556,1,1,1,259459.5180973113,0.2,58078.37,268459.51809731126
43,667,1,1,1,67317.99154119118,0.29,40788.81,147317.99154119118
47,536,1,1,1,446899.2680943907,0.32,61803.52,458899.2680943907
41,532,1,3,1,-212844.045984253,0.3,327593.34,-212844.045984253
47,433,1,1,1,-71661.40067604913,0.09,70650.1,-59989.65443106213
43,554,1,1,1,-183569.48796063528,0.03,115266.5,-183569.48796063528
58,1033,1,1,1,64573.95792238036,0.24,31408.14,69573.95792238036
50,1114,1,1,1,13380.458219002712,0.16,44297.48,31296.62139452115
43,549,3,1,3,-102460.78754171167,0.29,101175.23,-102460.78754171167
48,988,3,1,5,-153581.63323442478,0.31,102500.3,-153581.63323442478
48,979,1,1,1,137184.60243115423,0.35,168111.68,137184.60243115423
51,518,2,4,4,83432.9577036724,0.08,23344.62,88152.10610629889
45,575,1,1,1,-97400.81835652886,0.28,80689.56,-97400.81835652886
44,434,1,3,1,83435.77577483414,0.34,47552.02,113435.77577483414
63,967,2,1,3,180804.50945786608,0.05,35935.7,180804.50945786608
51,559,1,1,1,-10632.286170610876,0.23,25112,25522.956849791743
48,1114,1,1,1,-324004.6530948854,0.21,29719.45,-270984.9580865733
39,794,1,1,1,-42469.91379542511,0.28,12929.39,32548.20065981021
57,959,1,1,1,-354457.5251982239,0.05,21840.5,-352948.88051222544
47,526,3,1,3,10918.954156352482,0.32,149584.6,10918.954156352482
44,493,3,4,3,68667.04316634008,0.06,63628.27,68667.04316634008
40,493,2,1,4,-39995.34651301428,0.31,23010.5,-2066.8394409722096
36,578,1,1,1,-40932.84066026999,0.01,8515.37,-38719.32482174276
47,698,2,4,1,71181.94399545818,0.24,27908,130369.36885009843
48,595,1,3,1,-31757.764251097917,0.17,17822.8,-3560.1648918759893
44,268,2,1,3,-73661.67591816948,0.03,100920.43,-73661.67591816948
52,341,1,1,1,119384.19838916553,0.28,37976.93,154384.1983891655
49,351,3,1,3,9465.215924507544,0.07,19400.87,20692.156042831833
39,355,2,1,5,-174590.18651510912,0.2,14477.93,-113832.70977481912
49,188,1,1,1,33787.0497231912,0.05,27319.33,45079.34456735983
39,323,1,1,1,-144935.3865121063,0.23,40068.4,-44935.38651210631
62,358,2,1,3,-101253.77687201882,0.12,59379.73,-101253.77687201882
54,331,3,1,5,-37182.3148721646,0.3,35672.97,-37182.3148721646
42,167,1,1,1,6568.990871190413,0.01,52716.19,10064.820720929132
42,329,1,1,1,-6403.725498431011,0.06,84310.57,-6403.725498431011
46,176,2,1,3,19600.44428749308,0.32,45516.32,19600.44428749308
53,332,2,1,3,15286.612172015024,0.06,113346.78,15286.612172015024
52,227,3,4,1,-344236.721413842,0.28,82264.11,-344236.721413842
57,321,1,1,1,-64275.44234833488,0.15,22216.45,-59671.601424237415
42,195,1,1,1,2549.06880811129,0.24,55316.62,36549.06880811129
63,192,1,4,1,-170740.26121561226,0.21,21196.1,-170740.26121561226
63,346,2,1,3,26657.621657855845,0.32,129304.63,26657.621657855845
36,194,1,1,1,-171814.85673155828,0.17,76462.07,-171814.85673155828
36,352,1,1,1,-841.158856324735,0.17,87372.6,-841.158856324735
54,142,2,3,5,-127013.74027017456,0.23,84942.55,-127013.74027017456
36,209,1,1,1,-134148.91443736712,0.07,206477.04,-134148.91443736712
41,197,3,1,1,27079.859415255043,0.17,69037.98,27079.859415255043
39,174,3,1,3,-81943.16144518797,0.17,61246.27,-81943.16144518797
35,161,1,1,1,103542.67557172662,0.29,83850.22,103542.67557172662
57,314,3,1,2,-145147.27662554517,0.12,47663.88,-145147.27662554517
58,556,2,1,2,113607.51462104004,0.27,105206.93,113607.51462104004
46,624,1,1,1,136419.67538794703,0.05,62616.7,143636.26352831788
57,579,3,1,2,149712.7574181988,0.26,79002.58,149712.7574181988
53,607,2,1,3,157620.77479160696,0.3,116921.41,157620.77479160696
44,623,3,1,3,-16995.521132352016,0.25,64411.47,-16995.521132352016
61,620,1,1,1,-143487.36635024837,0.32,134901.11,-143487.36635024837
53,635,1,1,1,301917.9809630546,0.3,84669.07,301917.9809630546
46,396,1,1,1,-44643.8768019826,0.25,46276.6,-18643.876801982602
43,343,1,1,1,373017.2053045232,0.29,36671.63,453017.2053045232
56,564,3,1,3,68235.60933138155,0.09,45418.67,68235.60933138155
41,353,3,1,4,57833.3537279402,0.31,65328.41,57833.3537279402
42,390,2,1,4,-55407.26116438688,0.18,23386.48,-28009.17889455876
40,324,1,1,1,415860.6535793763,0.24,81114.69,415860.6535793763
45,266,1,1,1,-138073.16638617366,0.09,62997.18,-124945.77148617351
35,329,2,4,5,85087.45356047968,0.18,111424.6,85087.45356047968
36,329,1,1,1,-217455.4952298664,0.02,18541.92,-207815.78877043957
53,331,1,1,1,51961.95956683411,0.19,44130.22,63961.95956683411
58,323,1,1,1,-101695.59196702905,0.27,48534.47,-99695.59196702905
59,316,1,1,1,83737.03251663824,0.08,54094.78,83737.03251663824
52,131,2,3,5,-210559.9328151929,0.11,8751.69,-205357.97450358272
50,131,3,3,5,-252098.6512190401,0.17,167796.61,-252098.6512190401
51,321,1,1,1,-105829.12877253964,0.29,62080.94,-97829.12877253964
41,156,1,1,1,-11721.94632419199,0.31,84037.47,-11721.94632419199
62,316,1,1,1,40922.0393563896,0.14,33480.79,40922.0393563896
46,341,1,1,1,-5159.232712800472,0.05,154117.93,-5159.232712800472
62,381,2,1,3,-136891.57197088937,0.18,76775.99,-136891.57197088937
51,303,3,1,5,43176.015779944624,0.19,32598.58,50747.2311837393
45,175,1,1,1,251085.80711396417,0.25,84064.64,251085.80711396417
45,314,2,1,5,94841.72203187844,0.16,109935.66,94841.72203187844
35,313,2,1,5,39666.4760934537,0.17,101638.9,39666.4760934537
54,154,1,1,1,-14195.44269806707,0.23,104567.44,-14195.44269806707
59,328,2,1,3,-136352.93067166966,0.1,53011.41,-136352.93067166966
47,331,2,1,3,-350060.1954326244,0.27,76097.17,-350060.1954326244
46,182,1,1,1,412110.4511282152,0.12,19320.91,438831.31951645773
35,143,1,1,1,53530.98123074668,0.24,137107.5,53530.98123074668
59,308,3,1,3,-196134.3790394502,0.21,137962.03,-196134.3790394502
49,134,1,3,1,47385.38545491818,0.07,65788.51,54999.51474132419
54,166,1,1,1,71864.32154785117,0.26,26078.07,96226.23856157371
61,146,1,1,1,-90476.37624511815,0.31,34232.29,-90476.37624511815
40,156,1,1,1,14684.87980571662,0.28,93894.47,14684.87980571662
41,156,1,1,1,-193163.23804566253,0.21,37848.12,-103163.23804566253
38,206,1,2,1,228480.3131397325,0.08,12306.1,250711.94258379927
35,143,1,1,1,39058.51028781787,0.27,81025.12,39058.51028781787
55,316,1,1,1,62799.40894804151,0.13,32111.53,74852.31369408917
45,341,3,1,4,145150.83042662393,0.05,40154.38,145150.83042662393
52,321,1,1,1,63450.535389646095,0.28,213675.08,63450.535389646095
42,294,1,1,1,12575.302643182062,0.29,73506,12575.302643182062
57,363,1,1,1,-156672.6881401326,0.22,15749.36,-151885.9466096614
54,347,1,1,1,-54044.80596946267,0.01,47241.22,-53347.488567558234
61,366,1,1,1,372219.5151602897,0.34,21860.85,372219.5151602897
57,181,2,1,3,24912.66430664746,0.28,117164.28,24912.66430664746
35,172,1,1,1,-109915.8332897551,0.04,64743.16,-95509.70495568287
46,175,1,1,1,50340.21695427845,0.16,33686.66,109389.25003530996
59,331,1,1,1,-5160.777793190488,0.33,17018.35,-5160.777793190488
36,329,1,1,1,53195.42496998346,0.19,67536.58,76195.42496998346
58,322,1,1,1,-329887.5772252793,0.19,43984.12,-327887.5772252793
48,314,2,1,5,-102841.79511739554,0.19,179096.18,-102841.79511739554
52,166,1,1,1,-213177.9849582426,0.22,63042.04,-206177.9849582426
56,171,1,1,1,396369.9769773979,0.31,103216,396369.9769773979
40,207,1,1,1,212448.33049987355,0.33,66347.88,231448.33049987355
50,207,1,1,1,242965.12455120703,0.22,50467.84,260965.12455120703
52,303,1,1,1,-160578.61045253745,0.06,29587.24,-150985.9745344916
49,317,3,1,3,-302389.02721804404,0.16,31067.88,-294170.3152975218
48,331,2,1,3,199979.72820353915,0.33,127944.96,199979.72820353915
45,169,1,1,1,-138380.9996028759,0.31,7448.18,-109039.02378551416
52,173,1,1,1,-24941.43904823993,0.15,36288,4471.373045254466
60,142,2,1,2,702447.020611248,0.24,18160.54,702447.020611248
50,182,2,1,3,114626.85261183068,0.2,26991.83,130267.94544483311
46,186,1,1,1,52960.17590321204,0.28,37888.14,117960.17590321205
36,142,3,1,3,1812.459795045207,0.33,159691.62,1812.459795045207
50,160,1,1,1,-207183.93639945987,0.22,149218.68,-207183.93639945987
46,145,1,3,1,112427.58191829218,0.23,46123.98,138427.58191829218
47,314,2,1,3,110001.71894614928,0.26,80003.4,110001.71894614928
48,314,2,1,5,-13681.24576950145,0.12,18558.69,7044.770948753619
41,341,3,1,3,120395.6740441082,0.06,123566.07,120395.6740441082
47,317,1,1,1,-236454.9127183589,0.05,29150.66,-221308.3869340372
55,169,1,1,1,-63914.162203724496,0.09,33702.54,-55156.4127673101
55,308,1,1,1,-77915.77584360601,0.05,25727.06,-74201.72763082707
48,317,1,1,1,77963.2397917404,0.31,32727.7,132963.2397917404
60,286,3,1,3,46788.56058997415,0.31,19462.75,46788.56058997415
59,308,1,1,1,-252401.608078182,0.23,21256.03,-252401.608078182
52,161,1,1,1,-48200.32714909443,0.18,151989.76,-48200.32714909443
52,303,1,1,1,93043.28829010086,0.2,104134,93043.28829010086
52,152,1,1,1,12502.752437837184,0.24,64760.69,19502.75243783718
61,286,3,1,3,-12353.482299595817,0.07,60003.79,-12353.482299595817
53,331,3,1,2,2208.273302042392,0.12,51496.95,2208.273302042392
52,332,2,1,5,183177.63681330832,0.11,60119.08,183177.63681330832
37,143,3,1,3,127031.2353934664,0.13,4350.26,140746.22786873335
55,363,1,1,1,20541.19374939485,0.07,35992.06,27815.508986508037
59,193,3,1,3,-228356.28202819475,0.21,83741.09,-228356.28202819475
38,207,3,1,2,39221.08745241045,0.14,76559.66,39221.08745241045
50,363,1,1,1,260456.08050914184,0.35,172345.04,260456.08050914184
61,286,3,1,2,-402538.9375700874,0.08,48190.79,-402538.9375700874
60,168,1,1,1,86145.41626755384,0.23,101942.24,86145.41626755384
48,169,3,1,3,-161236.4623545797,0.22,73671.54,-161236.4623545797
41,196,1,1,1,9743.666236222727,0.18,35659.79,98276.36470791984
63,185,1,1,1,580547.6818314858,0.06,29127.25,580547.6818314858
45,180,1,4,1,-81980.01319419302,0.05,39685.74,-56763.677093074366
37,166,1,1,1,80846.6629820986,0.32,71995.18,80846.6629820986
42,142,1,1,1,79658.57554469687,0.24,90102.5,79658.57554469687
63,301,1,1,1,145917.0731609318,0.19,58080.01,145917.0731609318
47,286,2,1,3,156021.3994907452,0.24,123470.65,156021.3994907452
53,302,1,1,1,-143922.83773478997,0.15,92697.87,-143922.83773478997
52,168,3,1,3,217578.79262317365,0.23,28271.57,224333.47402356277
51,314,2,4,5,36799.91070640493,0.05,167082.51,36799.91070640493
50,168,3,1,5,-29084.489808047725,0.21,25793.29,-13397.344604240472
42,173,1,1,1,34398.63888394258,0.06,44724.11,52193.68955900062
51,294,2,1,4,11295.557342317295,0,127070.83,11295.557342317295
57,168,1,1,1,76388.70146082665,0.14,209838.02,76388.70146082665
45,173,1,1,1,-107002.03195594484,0.12,33786.35,-55479.1651188373
55,306,2,1,3,67003.96878482687,0.12,25827.91,70583.43176490709
53,306,3,1,3,19577.55083340905,0.15,64811.05,19577.55083340905
46,316,2,1,5,208454.6404173487,0.04,65056.33,208454.6404173487
62,292,2,1,3,178370.95520623136,0.02,103120.54,178370.95520623136
39,245,2,1,1,116994.86637969366,0.21,90954.21,116994.86637969366
58,302,1,1,1,26401.988290216777,0.26,34967.84,31401.988290216777
36,154,3,4,5,97761.61503933129,0.19,21411.36,136440.89168166963
38,150,1,1,1,235164.84862702744,0.33,74884.44,235164.84862702744
